user_id,timestamp,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,ROI,month,hour,channel
340,2025-07-10 03:34:00 UTC,Tablet,UK,55+,Female,A2742,Video,Fashion,Travel Lovers,0.136259025,0.1018,Ignored,14,0.46,3.02,2025-07,3,Paid Social
670,2025-11-03 04:21:00 UTC,Tablet,UK,45-54,Female,A6525,Image,Fashion,Tech Enthusiasts,0.1138070827,0.0539,Shared,15,0.31,1.98,2025-11,4,Programmatic Display
742,2025-06-23 04:52:00 UTC,Desktop,Canada,45-54,Male,A6181,Image,Electronics,Travel Lovers,0.051502359,0.1466,Ignored,15,1.07,0.71,2025-06,4,Programmatic Display
299,2025-11-05 04:12:00 UTC,Tablet,Germany,55+,Male,A1077,Image,Health,Family Oriented,0.039700713,0.0231,Shared,38,1.36,0.07,2025-11,4,Programmatic Display
433,2025-05-16 04:48:00 UTC,Desktop,India,18-24,Female,A7388,Image,Electronics,Family Oriented,0.05857739,0.122,Shared,57,0.25,2.86,2025-05,4,Programmatic Display
374,2025-06-03 04:04:00 UTC,Desktop,Canada,45-54,Female,A8961,Image,Automotive,Family Oriented,0.083307379,0.0373,Liked,12,1.24,0.25,2025-06,4,Programmatic Display
598,2025-11-23 04:51:00 UTC,Tablet,USA,18-24,Female,A9141,Image,Fashion,Young Adults,0.1183664587,0.0632,Shared,42,1.37,0.55,2025-11,4,Programmatic Display
242,2025-10-03 04:16:00 UTC,Desktop,Germany,25-34,Male,A6123,Image,Health,Travel Lovers,0.060480023,0.1051,Commented,42,0.41,1.55,2025-10,4,Programmatic Display
400,2025-03-03 04:03:00 UTC,Desktop,UK,55+,Female,A4473,Image,Electronics,Family Oriented,0.044489667,0.1217,Shared,17,0.33,1.64,2025-03,4,Programmatic Display
301,2025-01-29 04:51:00 UTC,Desktop,UK,45-54,Male,A8065,Image,Automotive,Young Adults,0.01659429314,0.0363,Commented,19,0.58,0.1,2025-01,4,Programmatic Display
932,2025-09-22 04:20:00 UTC,Mobile,India,35-44,Male,A4602,Image,Health,Tech Enthusiasts,0.1416183883,0.1296,Shared,41,0.81,2.27,2025-09,4,Programmatic Display
656,2025-05-16 04:57:00 UTC,Tablet,Canada,55+,Male,A7056,Image,Health,Young Adults,0.031505564,0.0633,Liked,34,1.22,0.16,2025-05,4,Programmatic Display
416,2025-03-17 04:15:00 UTC,Desktop,Germany,35-44,Female,A9018,Image,Automotive,Fitness Lovers,0.085353063,0.0761,Shared,46,1.12,0.58,2025-03,4,Programmatic Display
495,2025-01-23 04:51:00 UTC,Mobile,Germany,25-34,Male,A7534,Image,Travel,Fitness Lovers,0.03236585779,0.0281,Liked,23,0.25,0.36,2025-01,4,Programmatic Display
419,2025-04-15 04:09:00 UTC,Mobile,UK,45-54,Female,A2828,Text,Travel,Travel Lovers,0.064380116,0.0875,Shared,48,1.41,0.4,2025-04,4,Paid Search
181,2025-11-23 04:09:00 UTC,Mobile,Germany,55+,Female,A3946,Text,Health,Travel Lovers,0.1061006331,0.1155,Ignored,12,1.03,1.19,2025-11,4,Paid Search
748,2025-01-18 04:05:00 UTC,Mobile,USA,35-44,Male,A1486,Text,Health,Young Adults,0.03085982165,0.0786,Liked,23,0.83,0.29,2025-01,4,Paid Search
381,2025-08-19 04:19:00 UTC,Mobile,UK,55+,Male,A7087,Text,Travel,Fitness Lovers,0.0314774194,0.0382,Ignored,51,1.46,0.08,2025-08,4,Paid Search
518,2025-12-09 04:17:00 UTC,Desktop,USA,35-44,Female,A8579,Text,Health,Tech Enthusiasts,0.05265329175,0.0287,Shared,10,1,0.15,2025-12,4,Paid Search
368,2025-01-04 04:37:00 UTC,Tablet,Canada,18-24,Male,A9502,Text,Electronics,Fitness Lovers,0.06156749317,0.0489,Ignored,54,0.43,0.7,2025-01,4,Paid Search
186,2025-01-12 04:08:00 UTC,Mobile,India,18-24,Male,A7861,Text,Fashion,Tech Enthusiasts,0.01871374246,0.0469,Ignored,21,0.57,0.15,2025-01,4,Paid Search
635,2025-12-07 04:37:00 UTC,Tablet,India,35-44,Male,A7772,Text,Fashion,Fitness Lovers,0.095957194,0.0185,Commented,52,0.63,0.28,2025-12,4,Paid Search
655,2025-03-25 04:49:00 UTC,Tablet,UK,45-54,Male,A5922,Text,Travel,Fitness Lovers,0.090853898,0.028,Shared,32,1.13,0.23,2025-03,4,Paid Search
610,2025-05-26 04:58:00 UTC,Mobile,Germany,18-24,Male,A7943,Text,Electronics,Young Adults,0.1173116414,0.0993,Shared,14,0.54,2.16,2025-05,4,Paid Search
274,2025-06-11 04:10:00 UTC,Tablet,Canada,25-34,Male,A5678,Text,Travel,Tech Enthusiasts,0.047287266,0.1078,Liked,45,0.48,1.06,2025-06,4,Paid Search
930,2025-04-08 04:49:00 UTC,Tablet,Germany,35-44,Male,A2746,Text,Travel,Tech Enthusiasts,0.036341616,0.0889,Commented,36,0.93,0.35,2025-04,4,Paid Search
167,2025-07-06 04:26:00 UTC,Tablet,Germany,18-24,Male,A2323,Text,Electronics,Travel Lovers,0.1345348342,0.0218,Ignored,39,0.87,0.34,2025-07,4,Paid Search
423,2025-03-15 04:40:00 UTC,Mobile,India,18-24,Female,A8715,Video,Electronics,Family Oriented,0.1224289241,0.0697,Shared,52,1.16,0.74,2025-03,4,Paid Social
545,2025-07-08 04:15:00 UTC,Mobile,Germany,35-44,Male,A5617,Video,Electronics,Tech Enthusiasts,0.088176337,0.0712,Ignored,30,0.76,0.83,2025-07,4,Paid Social
686,2025-12-07 04:19:00 UTC,Desktop,USA,25-34,Male,A6648,Video,Electronics,Family Oriented,0.043771,0.0512,Liked,52,1.07,0.21,2025-12,4,Paid Social
122,2025-10-05 04:46:00 UTC,Tablet,Germany,45-54,Female,A3789,Video,Travel,Tech Enthusiasts,0.086463306,0.1282,Ignored,12,0.26,4.26,2025-10,4,Paid Social
282,2025-10-12 04:11:00 UTC,Mobile,UK,35-44,Female,A1018,Video,Fashion,Young Adults,0.043169266,0.0172,Liked,54,0.48,0.15,2025-10,4,Paid Social
464,2025-11-02 04:45:00 UTC,Desktop,India,25-34,Female,A7409,Video,Travel,Travel Lovers,0.062554547,0.0785,Shared,28,0.45,1.09,2025-11,4,Paid Social
955,2025-09-15 04:18:00 UTC,Mobile,UK,45-54,Female,A3690,Video,Automotive,Travel Lovers,0.062208016,0.0404,Shared,53,0.55,0.46,2025-09,4,Paid Social
587,2025-09-23 04:56:00 UTC,Mobile,UK,55+,Male,A6020,Video,Electronics,Fitness Lovers,0.1168194009,0.037,Ignored,35,0.49,0.88,2025-09,4,Paid Social
203,2025-05-29 04:00:00 UTC,Tablet,USA,35-44,Male,A2282,Video,Electronics,Travel Lovers,0.01619554597,0.1053,Shared,53,0.5,0.34,2025-05,4,Paid Social
246,2025-06-21 04:00:00 UTC,Tablet,USA,45-54,Male,A4417,Video,Electronics,Fitness Lovers,0.1378456808,0.0161,Commented,50,0.27,0.82,2025-06,4,Paid Social
619,2025-09-07 04:09:00 UTC,Mobile,UK,18-24,Female,A9724,Video,Fashion,Travel Lovers,0.099080797,0.1495,Ignored,50,0.74,2,2025-09,4,Paid Social
507,2025-03-09 04:53:00 UTC,Tablet,USA,18-24,Female,A4454,Video,Travel,Fitness Lovers,0.1240635523,0.0625,Ignored,33,1.2,0.65,2025-03,4,Paid Social
741,2025-06-16 04:36:00 UTC,Desktop,Germany,18-24,Female,A7875,Video,Electronics,Tech Enthusiasts,0.065245865,0.1119,Commented,23,0.78,0.94,2025-06,4,Paid Social
526,2025-04-03 04:12:00 UTC,Tablet,Canada,45-54,Male,A3296,Video,Automotive,Fitness Lovers,0.056645903,0.1361,Ignored,14,1.46,0.53,2025-04,4,Paid Social
349,2025-03-14 04:05:00 UTC,Mobile,Germany,35-44,Female,A5651,Video,Electronics,Tech Enthusiasts,0.1148923929,0.0394,Ignored,15,1.29,0.35,2025-03,4,Paid Social
166,2025-09-28 04:53:00 UTC,Mobile,USA,35-44,Female,A2102,Video,Electronics,Young Adults,0.02359944231,0.0792,Ignored,34,1.44,0.13,2025-09,4,Paid Social
200,2025-08-14 04:38:00 UTC,Desktop,India,18-24,Female,A5702,Video,Electronics,Family Oriented,0.1204785687,0.1156,Ignored,13,0.48,2.9,2025-08,4,Paid Social
373,2025-12-30 05:16:00 UTC,Desktop,USA,55+,Female,A6988,Image,Electronics,Young Adults,0.049152339,0.1401,Shared,32,1.5,0.46,2025-12,5,Programmatic Display
790,2025-06-06 05:20:00 UTC,Desktop,Germany,55+,Male,A1404,Image,Travel,Family Oriented,0.046731958,0.0908,Ignored,46,0.65,0.65,2025-06,5,Programmatic Display
827,2025-06-22 05:48:00 UTC,Desktop,India,25-34,Male,A2173,Image,Electronics,Travel Lovers,0.034997479,0.1335,Commented,57,0.94,0.5,2025-06,5,Programmatic Display
898,2025-11-16 05:50:00 UTC,Desktop,UK,45-54,Female,A5005,Image,Electronics,Young Adults,0.01351925402,0.1019,Ignored,59,0.95,0.15,2025-11,5,Programmatic Display
704,2025-11-19 05:07:00 UTC,Tablet,UK,25-34,Male,A6171,Image,Fashion,Tech Enthusiasts,0.016580515,0.0862,Commented,47,0.47,0.3,2025-11,5,Programmatic Display
241,2025-12-25 05:24:00 UTC,Tablet,UK,18-24,Female,A9350,Image,Fashion,Family Oriented,0.1029716788,0.0719,Shared,38,0.63,1.18,2025-12,5,Programmatic Display
895,2025-01-28 05:57:00 UTC,Desktop,Canada,18-24,Female,A2427,Image,Fashion,Travel Lovers,0.069901217,0.0641,Commented,32,1.44,0.31,2025-01,5,Programmatic Display
479,2025-05-21 05:47:00 UTC,Tablet,Germany,55+,Male,A8054,Image,Automotive,Family Oriented,0.091949515,0.0246,Liked,21,1.02,0.22,2025-05,5,Programmatic Display
195,2025-03-24 05:13:00 UTC,Tablet,USA,55+,Female,A5452,Image,Health,Young Adults,0.07293256,0.1022,Ignored,44,1.01,0.74,2025-03,5,Programmatic Display
707,2025-06-30 05:59:00 UTC,Mobile,UK,18-24,Female,A8295,Image,Fashion,Fitness Lovers,0.1448088973,0.01,Shared,51,0.52,0.28,2025-06,5,Programmatic Display
508,2025-09-03 05:19:00 UTC,Desktop,UK,25-34,Female,A1075,Image,Automotive,Travel Lovers,0.01392575881,0.0656,Liked,16,0.82,0.11,2025-09,5,Programmatic Display
310,2025-06-07 05:41:00 UTC,Mobile,USA,45-54,Female,A4692,Image,Automotive,Family Oriented,0.1217995891,0.1396,Liked,48,0.19,8.95,2025-06,5,Programmatic Display
112,2025-09-17 05:38:00 UTC,Desktop,UK,35-44,Female,A6822,Image,Health,Young Adults,0.02463615134,0.083,Shared,60,1.08,0.19,2025-09,5,Programmatic Display
496,2025-09-19 05:36:00 UTC,Mobile,USA,45-54,Male,A9140,Image,Electronics,Travel Lovers,0.099168958,0.046,Shared,42,1.33,0.34,2025-09,5,Programmatic Display
749,2025-02-23 05:45:00 UTC,Mobile,Canada,18-24,Female,A7378,Image,Automotive,Young Adults,0.05627060325,0.0648,Ignored,46,1.39,0.26,2025-02,5,Programmatic Display
411,2025-11-11 05:02:00 UTC,Desktop,Canada,45-54,Male,A9691,Image,Fashion,Young Adults,0.1447256953,0.084,Commented,30,0.16,7.6,2025-11,5,Programmatic Display
784,2025-04-20 05:16:00 UTC,Desktop,USA,55+,Male,A7459,Image,Travel,Fitness Lovers,0.01818406446,0.1233,Ignored,36,1.41,0.16,2025-04,5,Programmatic Display
827,2025-11-12 05:00:00 UTC,Desktop,Germany,45-54,Female,A6480,Text,Electronics,Family Oriented,0.02219524423,0.0237,Ignored,28,0.15,0.35,2025-11,5,Paid Search
211,2025-10-22 05:21:00 UTC,Tablet,India,18-24,Female,A7800,Text,Health,Travel Lovers,0.081724482,0.1055,Commented,47,1.28,0.67,2025-10,5,Paid Search
690,2025-11-01 05:01:00 UTC,Tablet,India,18-24,Female,A3293,Text,Health,Travel Lovers,0.026859038,0.018,Liked,42,1.4,0.03,2025-11,5,Paid Search
118,2025-08-21 05:53:00 UTC,Desktop,India,55+,Female,A8949,Text,Automotive,Young Adults,0.083711975,0.1155,Shared,30,0.68,1.42,2025-08,5,Paid Search
893,2025-11-11 05:08:00 UTC,Tablet,USA,45-54,Female,A1314,Text,Automotive,Travel Lovers,0.1205155355,0.1183,Ignored,16,1.29,1.11,2025-11,5,Paid Search
334,2025-05-28 05:41:00 UTC,Mobile,Germany,25-34,Female,A2687,Text,Travel,Travel Lovers,0.1260388456,0.1452,Liked,56,1.35,1.36,2025-05,5,Paid Search
900,2025-07-31 05:48:00 UTC,Desktop,Germany,25-34,Female,A5732,Text,Health,Fitness Lovers,0.02017588418,0.0595,Shared,33,0.91,0.13,2025-07,5,Paid Search
291,2025-01-08 05:15:00 UTC,Mobile,UK,45-54,Female,A7259,Text,Fashion,Tech Enthusiasts,0.1098908937,0.1194,Liked,41,1.11,1.18,2025-01,5,Paid Search
647,2025-05-31 05:06:00 UTC,Mobile,UK,18-24,Female,A7296,Text,Fashion,Fitness Lovers,0.096056156,0.0306,Ignored,42,0.69,0.43,2025-05,5,Paid Search
415,2025-07-16 05:12:00 UTC,Mobile,USA,45-54,Female,A1512,Text,Health,Fitness Lovers,0.1225905187,0.0258,Shared,12,1.37,0.23,2025-07,5,Paid Search
858,2025-12-10 05:19:00 UTC,Desktop,Germany,25-34,Male,A9097,Text,Health,Fitness Lovers,0.062354803,0.0218,Liked,40,0.85,0.16,2025-12,5,Paid Search
740,2025-03-19 05:15:00 UTC,Tablet,Canada,45-54,Female,A4462,Text,Fashion,Family Oriented,0.051884322,0.0353,Ignored,59,0.73,0.25,2025-03,5,Paid Search
393,2025-05-02 05:31:00 UTC,Desktop,USA,18-24,Male,A8272,Video,Automotive,Travel Lovers,0.060359477,0.0332,Shared,58,1.2,0.17,2025-05,5,Paid Social
653,2025-01-05 05:32:00 UTC,Desktop,Canada,25-34,Male,A6743,Video,Health,Young Adults,0.1162981796,0.0471,Liked,14,1.18,0.46,2025-01,5,Paid Social
163,2025-04-08 05:59:00 UTC,Mobile,USA,18-24,Male,A8876,Video,Electronics,Travel Lovers,0.04648005364,0.0518,Commented,23,0.78,0.31,2025-04,5,Paid Social
407,2025-01-05 05:39:00 UTC,Mobile,UK,35-44,Female,A5291,Video,Health,Family Oriented,0.1226569212,0.0189,Shared,18,0.29,0.8,2025-01,5,Paid Social
146,2025-04-03 05:10:00 UTC,Mobile,Germany,45-54,Male,A8756,Video,Electronics,Tech Enthusiasts,0.098083267,0.0537,Ignored,28,1.1,0.48,2025-04,5,Paid Social
716,2025-10-25 05:36:00 UTC,Desktop,USA,18-24,Male,A4107,Video,Fashion,Travel Lovers,0.14577524,0.0278,Liked,54,0.31,1.31,2025-10,5,Paid Social
851,2025-12-18 05:24:00 UTC,Tablet,UK,25-34,Female,A4284,Video,Electronics,Family Oriented,0.099892518,0.1297,Commented,58,0.32,4.05,2025-12,5,Paid Social
605,2025-04-15 05:07:00 UTC,Mobile,Germany,45-54,Female,A9011,Video,Travel,Tech Enthusiasts,0.048754057,0.1386,Commented,52,0.44,1.54,2025-04,5,Paid Social
191,2025-03-23 05:43:00 UTC,Mobile,USA,25-34,Female,A5883,Video,Travel,Tech Enthusiasts,0.1227831557,0.0676,Liked,16,1.22,0.68,2025-03,5,Paid Social
631,2025-09-23 05:07:00 UTC,Mobile,Germany,45-54,Female,A3410,Video,Electronics,Travel Lovers,0.01592367368,0.1292,Shared,34,0.43,0.48,2025-09,5,Paid Social
865,2025-12-08 05:01:00 UTC,Mobile,UK,45-54,Female,A5109,Video,Electronics,Fitness Lovers,0.098916186,0.0972,Shared,19,0.38,2.53,2025-12,5,Paid Social
644,2025-04-17 05:02:00 UTC,Mobile,Germany,25-34,Female,A3606,Video,Fashion,Tech Enthusiasts,0.078083728,0.0482,Shared,37,0.18,2.09,2025-04,5,Paid Social
818,2025-09-19 05:19:00 UTC,Desktop,Canada,45-54,Female,A8435,Video,Health,Family Oriented,0.0955729,0.0769,Liked,34,1.22,0.6,2025-09,5,Paid Social
778,2025-01-27 05:02:00 UTC,Mobile,USA,25-34,Male,A1118,Video,Travel,Tech Enthusiasts,0.1002180399,0.0911,Ignored,27,0.89,1.03,2025-01,5,Paid Social
283,2025-02-04 05:31:00 UTC,Tablet,UK,25-34,Female,A6339,Video,Health,Tech Enthusiasts,0.057190409,0.1456,Commented,43,0.31,2.69,2025-02,5,Paid Social
184,2025-06-29 05:14:00 UTC,Desktop,USA,35-44,Male,A8582,Video,Health,Travel Lovers,0.019322762,0.0818,Shared,59,1.02,0.15,2025-06,5,Paid Social
442,2025-09-01 05:41:00 UTC,Desktop,Canada,35-44,Male,A5310,Video,Electronics,Family Oriented,0.02628305,0.0721,Commented,22,0.85,0.22,2025-09,5,Paid Social
890,2025-08-14 06:30:00 UTC,Tablet,USA,25-34,Male,A5864,Image,Automotive,Travel Lovers,0.045222129,0.0803,Shared,49,0.7,0.52,2025-08,6,Programmatic Display
640,2025-08-09 06:04:00 UTC,Desktop,Canada,55+,Male,A6335,Image,Electronics,Fitness Lovers,0.02433898,0.0365,Ignored,17,0.45,0.2,2025-08,6,Programmatic Display
923,2025-09-09 06:26:00 UTC,Desktop,India,45-54,Male,A3231,Image,Fashion,Tech Enthusiasts,0.1091261894,0.0756,Ignored,54,1.47,0.56,2025-09,6,Programmatic Display
298,2025-01-10 06:44:00 UTC,Desktop,Germany,45-54,Male,A7637,Image,Travel,Travel Lovers,0.04938631544,0.1455,Liked,46,0.28,2.57,2025-01,6,Programmatic Display
630,2025-01-24 06:49:00 UTC,Tablet,Germany,25-34,Male,A6045,Image,Health,Fitness Lovers,0.1428107368,0.0976,Liked,60,1.44,0.97,2025-01,6,Programmatic Display
871,2025-12-16 06:52:00 UTC,Desktop,Canada,18-24,Male,A1453,Image,Automotive,Travel Lovers,0.1409126302,0.1016,Commented,25,1.3,1.1,2025-12,6,Programmatic Display
952,2025-09-25 06:02:00 UTC,Tablet,UK,35-44,Male,A2257,Image,Travel,Travel Lovers,0.06503616,0.0347,Shared,19,0.25,0.9,2025-09,6,Programmatic Display
196,2025-12-18 06:49:00 UTC,Desktop,UK,25-34,Female,A7420,Image,Travel,Travel Lovers,0.059018081,0.0822,Ignored,49,0.31,1.56,2025-12,6,Programmatic Display
611,2025-06-10 06:32:00 UTC,Desktop,UK,25-34,Male,A4516,Image,Travel,Fitness Lovers,0.065312497,0.0158,Ignored,35,1.34,0.08,2025-06,6,Programmatic Display
100,2025-02-11 06:20:00 UTC,Tablet,UK,45-54,Male,A7166,Image,Automotive,Travel Lovers,0.1191641667,0.0589,Ignored,15,0.15,4.68,2025-02,6,Programmatic Display
440,2025-03-24 06:39:00 UTC,Mobile,Germany,45-54,Male,A4559,Image,Health,Tech Enthusiasts,0.095389538,0.1294,Liked,48,0.43,2.87,2025-03,6,Programmatic Display
945,2025-03-12 06:36:00 UTC,Mobile,USA,25-34,Male,A2938,Image,Fashion,Fitness Lovers,0.099129488,0.0831,Ignored,32,0.37,2.23,2025-03,6,Programmatic Display
668,2025-01-31 06:45:00 UTC,Mobile,India,45-54,Male,A2086,Image,Automotive,Young Adults,0.02202025923,0.1066,Liked,40,0.39,0.6,2025-01,6,Programmatic Display
510,2025-10-21 06:34:00 UTC,Desktop,USA,45-54,Male,A5630,Image,Electronics,Young Adults,0.1343559763,0.0167,Liked,17,1.03,0.22,2025-10,6,Programmatic Display
586,2025-01-19 06:31:00 UTC,Desktop,Germany,35-44,Female,A1110,Text,Automotive,Travel Lovers,0.1406273655,0.0801,Liked,50,1.03,1.09,2025-01,6,Paid Search
194,2025-09-06 06:18:00 UTC,Desktop,Germany,55+,Male,A7981,Text,Health,Family Oriented,0.081765595,0.0651,Commented,20,0.73,0.73,2025-09,6,Paid Search
905,2025-06-16 06:42:00 UTC,Tablet,USA,45-54,Male,A6888,Text,Travel,Tech Enthusiasts,0.01317490668,0.0304,Liked,48,1.43,0.03,2025-06,6,Paid Search
382,2025-07-29 06:28:00 UTC,Desktop,USA,55+,Male,A3668,Text,Electronics,Family Oriented,0.1066008554,0.1302,Ignored,18,0.37,3.75,2025-07,6,Paid Search
589,2025-12-06 06:06:00 UTC,Tablet,Germany,25-34,Male,A1850,Text,Electronics,Young Adults,0.1390962973,0.0657,Shared,35,0.25,3.66,2025-12,6,Paid Search
129,2025-02-01 06:03:00 UTC,Tablet,India,18-24,Female,A6121,Text,Automotive,Fitness Lovers,0.039287629,0.0485,Shared,42,0.52,0.37,2025-02,6,Paid Search
440,2025-04-15 06:23:00 UTC,Tablet,India,18-24,Female,A2317,Text,Fashion,Fitness Lovers,0.01699285949,0.0999,Shared,60,0.59,0.29,2025-04,6,Paid Search
442,2025-04-29 06:42:00 UTC,Desktop,Canada,45-54,Female,A1677,Text,Electronics,Family Oriented,0.02930090388,0.0761,Shared,44,0.83,0.27,2025-04,6,Paid Search
641,2025-10-09 06:24:00 UTC,Tablet,UK,45-54,Male,A9655,Text,Electronics,Tech Enthusiasts,0.1330402695,0.1111,Shared,35,1.11,1.33,2025-10,6,Paid Search
693,2025-03-24 06:18:00 UTC,Tablet,Canada,35-44,Female,A8573,Text,Electronics,Tech Enthusiasts,0.02525987274,0.0632,Shared,54,0.86,0.19,2025-03,6,Paid Search
527,2025-05-28 06:40:00 UTC,Mobile,India,25-34,Female,A9762,Text,Travel,Fitness Lovers,0.1412038954,0.0245,Ignored,59,0.45,0.77,2025-05,6,Paid Search
115,2025-01-09 06:29:00 UTC,Mobile,USA,45-54,Male,A8197,Text,Fashion,Fitness Lovers,0.1284862935,0.0916,Commented,22,1.06,1.11,2025-01,6,Paid Search
219,2025-10-20 06:52:00 UTC,Desktop,India,45-54,Male,A7856,Text,Health,Family Oriented,0.120729044,0.1125,Commented,22,1.42,0.96,2025-10,6,Paid Search
672,2025-04-30 06:04:00 UTC,Tablet,USA,55+,Male,A3012,Text,Travel,Travel Lovers,0.1130570878,0.0972,Commented,14,0.49,2.24,2025-04,6,Paid Search
557,2025-09-05 06:35:00 UTC,Tablet,Canada,55+,Male,A2185,Text,Travel,Tech Enthusiasts,0.1040436577,0.0299,Commented,39,0.9,0.35,2025-09,6,Paid Search
583,2025-05-05 06:04:00 UTC,Tablet,USA,55+,Female,A9721,Text,Electronics,Tech Enthusiasts,0.042528234,0.0249,Liked,49,1.05,0.1,2025-05,6,Paid Search
404,2025-07-13 06:20:00 UTC,Tablet,Germany,25-34,Male,A1136,Text,Electronics,Young Adults,0.1390348863,0.0953,Commented,18,0.58,2.28,2025-07,6,Paid Search
897,2025-10-24 06:35:00 UTC,Desktop,USA,35-44,Male,A3146,Text,Electronics,Fitness Lovers,0.068210774,0.1337,Shared,31,0.24,3.8,2025-10,6,Paid Search
335,2025-11-20 06:34:00 UTC,Tablet,India,35-44,Female,A9672,Text,Fashion,Family Oriented,0.1199681415,0.0268,Ignored,23,1.46,0.22,2025-11,6,Paid Search
812,2025-01-16 06:40:00 UTC,Desktop,Germany,45-54,Female,A8859,Text,Electronics,Young Adults,0.030748912,0.1124,Liked,19,0.82,0.42,2025-01,6,Paid Search
886,2025-11-16 06:28:00 UTC,Mobile,Canada,18-24,Male,A4043,Text,Automotive,Young Adults,0.013930705,0.1,Ignored,27,0.93,0.15,2025-11,6,Paid Search
656,2025-04-15 06:04:00 UTC,Desktop,UK,35-44,Male,A8070,Text,Health,Young Adults,0.1182954613,0.0358,Commented,26,1.41,0.3,2025-04,6,Paid Search
895,2025-02-23 06:09:00 UTC,Desktop,Germany,55+,Female,A5583,Text,Electronics,Travel Lovers,0.1186947875,0.0283,Shared,23,1.38,0.24,2025-02,6,Paid Search
566,2025-07-19 06:15:00 UTC,Mobile,USA,55+,Female,A4447,Video,Electronics,Family Oriented,0.084857978,0.0793,Ignored,32,0.45,1.5,2025-07,6,Paid Social
722,2025-08-31 06:00:00 UTC,Mobile,India,18-24,Female,A2783,Video,Fashion,Fitness Lovers,0.1391424536,0.1054,Liked,32,0.54,2.72,2025-08,6,Paid Social
769,2025-09-02 06:02:00 UTC,Mobile,Canada,35-44,Female,A9529,Video,Electronics,Travel Lovers,0.1319120964,0.0288,Liked,44,0.33,1.15,2025-09,6,Paid Social
507,2025-01-03 06:20:00 UTC,Tablet,Canada,18-24,Male,A3772,Video,Automotive,Tech Enthusiasts,0.06193386376,0.0149,Liked,19,1.07,0.09,2025-01,6,Paid Social
908,2025-07-20 06:43:00 UTC,Tablet,India,45-54,Female,A9080,Video,Travel,Tech Enthusiasts,0.1013721571,0.114,Commented,22,0.74,1.56,2025-07,6,Paid Social
563,2025-08-07 06:14:00 UTC,Mobile,Germany,35-44,Female,A9307,Video,Fashion,Young Adults,0.093440452,0.0515,Ignored,28,0.55,0.87,2025-08,6,Paid Social
701,2025-01-31 06:31:00 UTC,Desktop,Germany,18-24,Female,A1161,Video,Health,Fitness Lovers,0.0250726277,0.0167,Commented,45,1.34,0.03,2025-01,6,Paid Social
718,2025-11-20 06:27:00 UTC,Mobile,UK,35-44,Male,A4766,Video,Fashion,Tech Enthusiasts,0.1415280967,0.128,Liked,14,0.47,3.85,2025-11,6,Paid Social
648,2025-10-04 07:13:00 UTC,Mobile,India,55+,Male,A9109,Image,Fashion,Tech Enthusiasts,0.1454356997,0.0648,Ignored,53,1.48,0.64,2025-10,7,Programmatic Display
725,2025-01-16 07:06:00 UTC,Tablet,UK,18-24,Male,A8209,Image,Automotive,Travel Lovers,0.0429492872,0.1343,Shared,35,0.52,1.11,2025-01,7,Programmatic Display
447,2025-09-06 07:02:00 UTC,Desktop,Canada,18-24,Male,A4685,Image,Health,Family Oriented,0.120488989,0.0664,Ignored,20,1.36,0.59,2025-09,7,Programmatic Display
241,2025-03-16 07:47:00 UTC,Desktop,UK,18-24,Male,A9616,Image,Automotive,Fitness Lovers,0.075293409,0.0451,Shared,37,0.77,0.44,2025-03,7,Programmatic Display
885,2025-05-25 07:26:00 UTC,Desktop,USA,45-54,Female,A9819,Image,Automotive,Young Adults,0.01027989728,0.1258,Ignored,33,0.42,0.31,2025-05,7,Programmatic Display
335,2025-12-20 07:08:00 UTC,Mobile,USA,18-24,Female,A9685,Image,Electronics,Tech Enthusiasts,0.1070934185,0.0248,Ignored,47,1.2,0.22,2025-12,7,Programmatic Display
354,2025-12-30 07:26:00 UTC,Tablet,USA,18-24,Female,A9787,Image,Fashion,Fitness Lovers,0.059823409,0.1476,Shared,11,0.12,7.36,2025-12,7,Programmatic Display
113,2025-06-09 07:02:00 UTC,Desktop,USA,25-34,Female,A9258,Image,Electronics,Family Oriented,0.01006488117,0.1395,Commented,29,1,0.14,2025-06,7,Programmatic Display
416,2025-07-07 07:59:00 UTC,Mobile,UK,35-44,Female,A6408,Image,Travel,Family Oriented,0.05927730391,0.0776,Ignored,24,0.76,0.61,2025-07,7,Programmatic Display
610,2025-10-09 07:43:00 UTC,Desktop,Canada,55+,Female,A6740,Image,Fashion,Fitness Lovers,0.084636446,0.0994,Ignored,50,0.13,6.47,2025-10,7,Programmatic Display
897,2025-08-25 07:03:00 UTC,Tablet,UK,25-34,Male,A1919,Image,Electronics,Family Oriented,0.059912701,0.0505,Ignored,11,0.74,0.41,2025-08,7,Programmatic Display
445,2025-11-28 07:29:00 UTC,Desktop,Canada,45-54,Female,A9906,Image,Health,Fitness Lovers,0.1113032503,0.097,Commented,13,1.34,0.81,2025-11,7,Programmatic Display
784,2025-01-19 07:27:00 UTC,Desktop,Canada,35-44,Male,A6580,Image,Travel,Family Oriented,0.054690089,0.041,Shared,49,1.34,0.17,2025-01,7,Programmatic Display
821,2025-06-15 07:12:00 UTC,Desktop,UK,55+,Male,A8130,Image,Health,Young Adults,0.03137381719,0.1455,Liked,21,0.7,0.65,2025-06,7,Programmatic Display
